"","H1.Bulk.28.FD.mapped.bam","H1.Bulk.29.mapped.bam","H1.Bulk.30.mapped.bam","H1.Bulk.Litter.4.mapped.bam","H1.Bulk.Litter.5.mapped.bam","H1.Bulk.Litter.6.mapped.bam","H1.Rhizo.25.mapped.bam","H1.Rhizo.26.FD.mapped.bam","H1.Rhizo.27.mapped.bam","H1.Rhizo.Litter.1.mapped.bam","H1.Rhizo.Litter.2.mapped.bam","H1.Rhizo.Litter.3.mapped.bam","H2.Bulk.34.mapped.bam","H2.Bulk.35.mapped.bam","H2.Bulk.36.mapped.bam","H2.Bulk.Litter.10.mapped.bam","H2.Bulk.Litter.11.mapped.bam","H2.Bulk.Litter.12.mapped.bam","H2.Bulk.Litter.50.mapped.bam","H2.Rhizo.31.mapped.bam","H2.Rhizo.32.mapped.bam","H2.Rhizo.33.mapped.bam","H2.Rhizo.Litter.49.mapped.bam","H2.Rhizo.Litter.7.mapped.bam","H2.Rhizo.Litter.8.mapped.bam","H2.Rhizo.Litter.9.mapped.bam","H3.Bulk.40.mapped.bam","H3.Bulk.41.mapped.bam","H3.Bulk.42.mapped.bam","H3.Bulk.Litter.16.mapped.bam","H3.Bulk.Litter.17.mapped.bam","H3.Rhizo.37.mapped.bam","H3.Rhizo.39.mapped.bam","H3.Rhizo.Litter.13.mapped.bam","H3.Rhizo.Litter.14.mapped.bam","H3.Rhizo.Litter.15.mapped.bam","H4.Bulk.46.mapped.bam","H4.Bulk.47.mapped.bam","H4.Bulk.48.mapped.bam","H4.Bulk.Litter.22.mapped.bam","H4.Bulk.Litter.23.mapped.bam","H4.Bulk.Litter.24.mapped.bam","H4.Rhizo.43.mapped.bam","H4.Rhizo.44.mapped.bam","H4.Rhizo.45.mapped.bam","H4.Rhizo.Litter.19.mapped.bam","H4.Rhizo.Litter.20.mapped.bam","H4.Rhizo.Litter.21.mapped.bam"
"H1_Bulk_Litter_5_scaffold_25143_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_252_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_252_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_252_2",0,0,0,11,21,2,1,0,0,16,10,11,0,0,1,6,0,7,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"H1_Bulk_Litter_5_scaffold_252_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_25318_2",7,3,1,4,5,6,7,13,8,7,8,0,3,2,3,4,5,3,2,4,5,10,18,4,5,0,26,8,15,19,12,4,0,7,7,8,11,12,6,14,4,11,13,11,8,5,6,6
"H1_Bulk_Litter_5_scaffold_25340_2",0,0,0,3,4,0,0,1,1,2,1,4,0,0,0,1,2,0,1,0,1,0,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_25345_1",0,0,0,5,20,4,2,1,2,6,2,9,0,1,0,3,5,4,0,0,0,1,4,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_25345_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_25590_2",2,2,1,1,6,7,0,3,1,2,3,3,3,2,3,2,1,3,2,2,3,2,2,1,3,1,1,2,1,1,1,3,0,0,0,0,2,1,2,0,0,4,2,3,4,2,1,3
"H1_Bulk_Litter_5_scaffold_25590_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_25707_2",3,0,0,11,22,11,1,1,1,12,5,13,0,5,0,3,6,13,8,2,2,1,7,4,4,0,5,4,2,7,9,0,0,5,8,3,0,0,0,0,0,1,0,0,0,0,1,2
"H1_Bulk_Litter_5_scaffold_25878_1",0,1,2,9,14,10,5,3,4,7,7,11,3,4,1,5,2,5,6,1,2,3,8,6,2,2,10,1,14,6,15,6,0,4,4,1,5,3,5,3,1,3,2,1,4,2,0,1
"H1_Bulk_Litter_5_scaffold_25894_2",10,9,27,4,14,2,14,11,31,0,9,6,7,8,11,6,2,0,6,13,17,11,40,8,5,0,10,19,3,1,5,5,0,2,3,2,28,51,57,13,11,29,38,21,35,13,9,23
"H1_Bulk_Litter_5_scaffold_26034_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2608_1",18,7,10,12,23,15,16,8,21,11,20,13,11,8,6,11,5,4,20,11,15,11,19,7,12,3,4,12,7,9,7,6,0,0,5,8,0,1,0,1,0,2,1,2,2,2,2,7
"H1_Bulk_Litter_5_scaffold_2608_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2608_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2608_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2612_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26172_2",0,0,1,7,11,1,0,3,0,6,5,5,1,1,0,3,3,5,6,2,2,2,10,1,1,0,1,1,0,2,0,0,0,0,7,1,0,0,0,0,2,0,0,1,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26201_1",25,20,25,11,13,4,21,27,36,9,14,14,13,27,17,7,19,12,7,16,26,17,28,13,11,2,16,15,19,14,14,16,0,10,16,11,42,16,29,21,13,21,30,23,27,22,29,10
"H1_Bulk_Litter_5_scaffold_26201_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26309_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26324_2",2,0,1,1,5,8,3,0,1,6,7,25,1,5,0,1,1,1,2,1,0,0,11,2,4,0,0,1,4,2,87,0,0,3,5,4,1,0,0,2,1,1,0,1,1,6,0,4
"H1_Bulk_Litter_5_scaffold_26324_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26424_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26455_3",1,2,5,30,20,21,0,1,1,24,12,21,2,0,0,4,13,24,6,1,1,1,6,2,4,2,0,0,0,0,4,0,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26473_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26486_2",0,0,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26573_3",0,0,4,4,4,1,0,0,1,2,2,3,0,1,0,1,1,1,4,1,5,2,17,2,3,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,4,0,9,10,0,4,1,1
"H1_Bulk_Litter_5_scaffold_26634_1",2,5,2,7,6,8,4,1,5,5,8,5,0,3,1,2,2,4,5,4,2,1,3,1,3,2,5,1,0,6,2,1,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26634_2",2,1,0,3,6,4,1,1,1,1,1,3,1,2,1,2,1,1,0,1,1,0,2,1,1,0,1,1,1,4,3,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26634_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26648_2",2,1,5,2,4,1,1,5,1,4,4,4,3,6,0,1,1,3,2,1,3,1,6,2,3,0,0,1,0,1,2,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2678_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2678_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_26901_1",4,4,2,7,5,0,10,9,7,2,5,2,8,5,7,5,3,3,2,3,9,9,9,3,3,1,8,13,3,1,4,8,1,5,9,2,3,1,0,1,1,0,1,0,1,1,0,3
"H1_Bulk_Litter_5_scaffold_26901_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_270_2",13,6,4,159,238,234,738,297,102,227,264,365,5,4,0,185,157,188,146,187,216,86,696,139,149,38,11,5,7,55,252,55,0,43,109,105,9,11,11,144,273,144,244,590,130,120,108,116
"H1_Bulk_Litter_5_scaffold_27067_1",13,13,14,37,61,37,8,4,6,24,24,44,6,12,6,20,20,44,23,6,6,13,29,6,24,0,6,10,12,17,15,4,0,8,14,15,4,3,1,0,1,1,1,0,2,1,6,1
"H1_Bulk_Litter_5_scaffold_27083_1",2,5,2,1,4,1,0,4,5,0,1,2,0,2,1,5,2,0,1,0,0,1,4,2,1,0,1,2,1,1,0,1,0,1,2,0,4,4,7,0,0,3,6,2,4,5,2,2
"H1_Bulk_Litter_5_scaffold_27083_2",0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,5,4,3,0,0,1
"H1_Bulk_Litter_5_scaffold_27109_1",3,2,4,5,19,2,9,5,3,1,5,16,7,2,3,7,2,3,2,4,8,4,5,1,2,0,5,5,6,7,4,4,0,2,4,5,1,2,2,1,0,0,1,2,5,0,1,1
"H1_Bulk_Litter_5_scaffold_27236_1",0,0,1,1,3,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_27236_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_27243_2",6,7,5,4,11,5,4,7,3,9,9,5,1,1,6,5,5,4,8,3,5,4,12,5,5,1,7,3,4,4,2,1,1,7,3,2,1,6,6,8,1,5,5,5,6,2,3,5
"H1_Bulk_Litter_5_scaffold_27243_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_27311_2",3,1,2,0,12,3,3,1,3,2,5,10,3,1,3,4,2,4,2,5,1,3,1,3,1,0,1,1,7,5,9,0,0,1,3,8,0,0,0,1,0,0,3,0,0,1,2,5
"H1_Bulk_Litter_5_scaffold_27311_3",3,0,0,3,8,2,0,0,0,3,4,6,2,2,0,2,2,2,2,2,2,0,3,0,1,0,0,0,2,1,5,0,0,1,5,7,0,0,0,0,0,0,0,0,0,3,1,1
"H1_Bulk_Litter_5_scaffold_27341_1",17,12,17,6,17,7,15,17,22,8,11,10,19,17,8,9,10,18,13,14,15,10,20,9,13,1,12,20,20,10,27,6,0,14,11,15,21,23,11,15,12,19,18,17,22,15,13,10
"H1_Bulk_Litter_5_scaffold_27449_3",1,1,3,0,4,3,0,0,0,2,3,3,0,0,2,5,2,1,12,2,0,1,3,1,0,0,1,1,1,4,1,0,0,4,1,1,0,1,1,0,0,0,1,0,1,3,0,0
"H1_Bulk_Litter_5_scaffold_27464_1",0,2,2,0,3,0,1,5,2,2,1,1,1,1,0,2,3,0,1,0,1,0,1,2,1,0,3,1,3,2,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0
"H1_Bulk_Litter_5_scaffold_27494_1",6,4,5,422,511,621,2308,938,438,598,654,852,6,6,0,324,208,343,280,569,595,262,1642,362,337,65,12,7,7,95,447,397,0,106,196,189,30,13,24,217,365,269,671,1808,349,271,266,259
"H1_Bulk_Litter_5_scaffold_27764_2",0,2,5,2,3,0,4,2,4,0,3,0,1,1,1,1,2,0,0,2,4,4,10,3,5,0,1,2,2,0,2,0,0,0,0,2,3,13,11,2,6,9,5,4,1,3,7,18
"H1_Bulk_Litter_5_scaffold_27773_1",6,1,1,4,16,8,4,2,5,6,13,6,3,4,1,7,3,16,6,4,2,4,4,2,11,2,3,2,2,4,4,2,0,5,17,4,0,0,0,1,0,0,0,1,0,0,2,0
"H1_Bulk_Litter_5_scaffold_27773_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2780_2",0,0,0,5,3,3,0,0,0,7,1,2,0,0,0,4,1,5,0,0,0,0,9,5,4,0,0,0,0,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"H1_Bulk_Litter_5_scaffold_2780_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2780_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2780_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2809_3",2,1,4,37,79,28,13,0,5,47,23,29,1,0,0,14,15,36,5,1,2,4,14,17,13,6,0,1,0,1,0,2,0,1,12,7,1,0,0,1,0,0,0,1,2,7,1,4
"H1_Bulk_Litter_5_scaffold_28291_2",0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,2,1,2,1,2,2,0,0,1,1,0,0
"H1_Bulk_Litter_5_scaffold_28338_2",1,0,2,2,5,1,2,0,3,1,2,0,1,1,3,2,0,0,0,3,1,2,3,4,1,0,3,1,2,2,2,2,0,1,0,1,1,0,3,2,2,3,6,2,2,0,1,1
"H1_Bulk_Litter_5_scaffold_28338_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_28398_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_28398_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_28398_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_28440_2",2,6,3,20,35,13,7,6,6,22,22,17,4,2,1,10,7,21,10,2,3,7,10,4,9,3,2,3,5,6,3,0,0,1,6,9,1,0,0,0,0,0,0,0,0,0,1,0
"H1_Bulk_Litter_5_scaffold_28498_1",0,0,0,3,12,4,1,0,1,2,2,0,0,0,0,5,3,0,1,2,1,1,3,0,2,0,0,0,0,4,4,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,1,0
"H1_Bulk_Litter_5_scaffold_28616_2",0,0,6,1,2,0,1,1,3,2,2,1,3,2,0,2,2,1,0,1,3,1,2,3,1,1,1,0,0,4,1,0,0,1,2,3,0,2,5,2,3,0,1,1,1,4,0,1
"H1_Bulk_Litter_5_scaffold_28671_1",2,2,1,0,7,4,4,6,2,0,7,4,5,2,0,3,1,2,1,2,1,5,4,3,2,0,6,2,2,5,2,0,0,4,5,6,2,3,0,0,1,0,0,0,1,1,1,1
"H1_Bulk_Litter_5_scaffold_28704_1",0,0,0,2,5,6,0,1,0,11,0,2,0,0,0,1,0,0,0,1,2,0,2,0,2,0,0,0,3,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1
"H1_Bulk_Litter_5_scaffold_28753_1",0,0,1,10,15,6,1,2,5,10,8,9,2,7,0,22,9,5,10,6,7,6,32,2,15,3,6,8,4,3,7,2,0,4,8,4,0,0,0,1,1,1,2,0,0,0,1,2
"H1_Bulk_Litter_5_scaffold_28781_1",4,6,4,0,3,0,5,2,2,2,2,1,3,2,1,3,4,1,0,2,3,2,4,1,0,2,3,4,0,2,4,1,0,0,1,3,3,0,0,1,0,1,2,1,2,0,0,1
"H1_Bulk_Litter_5_scaffold_28781_2",1,1,2,0,1,0,1,1,1,3,3,1,1,2,0,0,4,0,2,2,3,0,4,4,4,0,2,5,3,2,3,2,0,2,3,0,2,2,2,1,0,1,1,1,0,0,0,3
"H1_Bulk_Litter_5_scaffold_28816_1",18,22,9,12,13,7,15,10,14,8,15,11,21,15,13,15,17,10,15,20,14,10,17,8,8,5,14,29,20,11,21,4,0,14,20,11,5,11,22,6,2,12,6,3,8,9,7,10
"H1_Bulk_Litter_5_scaffold_2884_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2884_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2884_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2884_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_28883_1",13,9,5,5,10,4,7,11,11,6,8,7,8,4,7,3,13,8,10,14,9,3,8,12,6,2,11,15,21,12,15,2,0,4,9,5,72,35,32,15,33,18,13,17,17,18,11,8
"H1_Bulk_Litter_5_scaffold_28961_2",5,3,4,5,13,3,3,5,9,3,14,19,1,5,3,3,7,4,0,12,0,2,1,6,7,1,2,1,2,1,1,0,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_28968_1",4,7,3,12,35,17,1,7,6,21,17,10,9,3,4,20,11,20,18,3,6,3,30,11,10,2,9,5,5,15,7,8,8,7,11,9,5,4,5,7,6,7,14,6,6,8,18,13
"H1_Bulk_Litter_5_scaffold_2898_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29106_1",5,3,3,1,14,8,9,4,4,13,9,12,6,3,2,11,3,9,7,4,1,7,25,6,10,0,8,8,10,8,16,3,2,2,9,14,1,2,2,10,5,9,9,7,6,13,7,18
"H1_Bulk_Litter_5_scaffold_29106_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29133_2",9,6,8,7,10,5,10,6,9,8,5,5,9,10,10,7,9,3,4,10,16,7,25,11,5,5,8,7,14,9,5,9,0,1,9,5,22,22,13,10,10,9,20,12,19,8,9,12
"H1_Bulk_Litter_5_scaffold_29278_2",1,6,5,3,9,6,7,6,9,11,8,11,5,9,2,4,11,10,2,6,7,8,7,9,10,0,8,14,16,15,17,1,0,9,10,8,3,11,2,6,0,6,1,1,4,4,0,9
"H1_Bulk_Litter_5_scaffold_29290_1",3,0,2,2,1,1,3,0,2,3,3,0,1,0,0,1,2,0,0,1,1,2,3,1,1,0,4,2,1,0,0,1,0,3,2,0,2,3,2,3,0,1,0,1,1,0,1,0
"H1_Bulk_Litter_5_scaffold_29361_2",1,3,0,2,5,1,3,4,5,6,0,1,0,3,2,0,1,0,2,3,6,3,4,2,1,0,3,3,2,1,1,2,0,5,2,4,0,2,5,0,0,1,4,0,1,1,0,3
"H1_Bulk_Litter_5_scaffold_29474_1",8,8,7,3,12,1,3,6,13,3,8,9,5,10,6,10,2,4,6,9,14,5,15,3,3,0,13,8,3,7,6,8,186,3,1,3,13,9,10,10,3,9,16,10,8,9,3,15
"H1_Bulk_Litter_5_scaffold_29474_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29485_1",7,4,6,3,4,1,4,2,4,1,4,3,1,3,1,1,4,0,2,4,1,7,8,2,1,0,8,2,5,4,5,5,1386,2,1,1,4,6,8,7,0,5,5,1,7,2,0,3
"H1_Bulk_Litter_5_scaffold_29485_2",3,2,2,0,1,0,1,3,1,0,3,0,1,3,4,2,2,0,0,4,1,1,2,0,1,0,8,3,1,3,4,0,0,2,2,0,2,2,2,3,1,1,2,0,3,1,0,1
"H1_Bulk_Litter_5_scaffold_29528_1",5,4,5,18,31,16,9,13,3,20,28,20,7,9,5,8,12,27,17,4,6,8,27,13,13,2,5,3,7,7,19,8,0,9,12,6,5,2,3,3,4,5,5,10,11,4,6,3
"H1_Bulk_Litter_5_scaffold_29532_2",0,4,2,3,3,4,5,1,3,5,7,8,1,0,0,2,1,3,1,5,1,2,0,3,2,0,2,3,5,3,9,0,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,1
"H1_Bulk_Litter_5_scaffold_29532_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29750_1",0,0,0,4,7,1,0,2,0,0,2,2,0,1,1,0,1,2,1,1,2,0,3,0,3,0,1,1,0,2,1,1,0,0,0,0,1,1,1,1,0,1,3,2,3,2,1,0
"H1_Bulk_Litter_5_scaffold_29750_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29750_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_2983_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29870_1",8,14,25,19,44,5,16,24,40,8,29,20,6,15,7,13,10,5,15,21,21,8,62,12,13,1,16,7,4,8,10,11,3,5,5,11,32,52,42,20,21,37,34,38,48,15,16,33
"H1_Bulk_Litter_5_scaffold_29870_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_29870_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_Litter_5_scaffold_30111_1",4,3,0,14,26,8,13,11,11,31,16,23,3,1,0,10,6,24,6,8,4,10,12,6,13,1,8,3,5,16,6,2,0,1,16,4,0,0,1,0,0,0,0,1,0,1,0,1
